railroadcode,railroadname,year,incidentnumber,incidentyear,incidentmonth,maintenanceincicidentrai,maintenancerailroadname,maintainenanceincidentnumber,maintenanceincidentyear,maintenanceincidentmonth,gradecrossingid,date,month,day,hour,minute,ampm,time,neareststation,division,countycode,countyname,statecode,statename,highwayname,publicprivatecode,publicprivate,highwayusercode,highwayuser,estimatedvehiclespeed,highwayuserpositioncode,highwayuserposition,equipmentinvolvedcode,equipmentinvolved,railroadcarunitposition,equipmentstruckcode,equipmentstruck,hazmatinvolvementcode,hazmatinvolvement,hazmatreleasedbycode,temperature,visibilitycode,visibility,weatherconditioncode,weathercondition,equipmenttypecode,equipmenttype,tracktypecode,tracktype,trackname,trackclass,numberoflocomotiveunits,numberofcars,trainspeed,estimatedrecordedspeedcode,traindirectioncode,traindirection,crossingwarningexpandedcode1,crossingwarningexpandedcode2,crossingwarningexpandedcode3,crossing_warning_expanded_code_12,crossingwarningexpanded1,crossingwarningexpanded2,crossingwarningexpanded3,crossing_warning_expanded_12,crossingwarningcode,crossingwarning,crossingwarninglocationcode,crossingwarninglocation,warningconnectedtosignal,crossingilluminated,viewobstructioncode,viewobstruction,userskilledforreportingr,usersinjuredforreporting,vehicledamagecost,numbervehicleoccupants,employeeskilledforreport,employeesinjuredforrepor,numberpeopleontrain,form54filed,passengerskilledforrepor,passengersinjuredforrepo,narrative,totalkilledform57,totalinjuredform57,railroadtype,railroadreporting,personskilledforreportin,totalinjuredform55a,district,whistlebancode,whistleban,reportkey,reporting_railroad_company_grouping,reporting_railroad_class,reporting_railroad_smt_grouping,reporting_parent_railroad_code,reporting_parent_railroad_name,reporting_railroad_holding_company,maintenance_railroad_grouping,maintenance_railroad_class,maintenance_railroad_smt_grouping,maintenance_parent_railroad_code,maintenance_parent_railroad_name,maintenance_railroad_holding_company,cityname,vehicledirectioncode,vehicledirection,userstruckbysecondtraincode,highwayuseractioncode,highwayuseraction,driverpassedvehicle,driverconditioncode,drivercondition,driverinvehicle,crossingwarningexpandedcode4,crossingwarningexpanded4,userage,usergender,crossingwarningexpandedcode5,crossingwarningexpanded5,hazmatreleasedby,subdivision,roadwayconditioncode,roadwaycondition,videotaken,videoused,crossingwarningexplanationcode,crossingwarningexplanation
LI,Long Island Rail Road,2015,GR20150601,15,06,LI,Long Island Rail Road,GR20150601,15,06,338200W,2015-06-18T00:00:00.000,06,18,01,44,PM,1:44 PM,RIVERHEAD,,103,SUFFOLK,36,NEW YORK,MILL ROAD,Y,Public,A,Auto,0,2,Stopped on crossing,E,DMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,70.0,2,Day,1,Clear,E,DMU,1,Main,MAINLINE 1,3,0.0,3.0,37,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,2.0,5000.0,1.0,0.0,0.0,23,Yes,0.0,1.0,DRIVER OF CAR #2 REAR-ENDED CAR #1 AND PUSHED CAR #1 THROUGH THE LOWERED GATES AND BOTH CARS CAME TOREST ON THE TRACKS IN THE PATH OF ON COMING TRAIN.  DRIVER #2 IS A 19 Y/O FEMALE. DRIVER #1 EXITEDHER CAR AND WAS STRUCK BY HER OWN CAR AFTER IT WAS STRUCK BY THE TRAIN. DRIVER #2 REMAINED IN HER CAR.,0.0,3.0,No,1,0.0,3.0,1,,,LIGR20150601201506,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,RIVERHEAD,1,North,No,5,Other,No,2,Injured,No,,,66,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2015,GR20150101,15,01,LI,Long Island Rail Road,GR20150101,15,01,338162P,2015-01-07T00:00:00.000,01,07,01,15,PM,1:15 PM,WYANDANCH,,103,SUFFOLK,36,NEW YORK,STRAIGHT PATH,Y,Public,A,Auto,10,3,Moving over crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,22.0,2,Day,1,Clear,D,EMU,1,Main,MAINLINE #1,4,0.0,10.0,40,R,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,2.0,5000.0,2.0,0.0,1.0,350,Yes,0.0,0.0,TRAIN #2050 STRUCK A VEHICLE THAT WENT AROUND LOWERED GATES AT STRAIGHT PATH CROSSING. DRIVER WAS ISSUED A V1170-B SUMMONS.,0.0,3.0,No,1,0.0,3.0,1,,,LIGR20150101201501,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,WYANDANCH,2,South,No,1,Went around the gate,Unknown,2,Injured,Yes,,,40,Male,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2015,GR20150303,15,03,LI,Long Island Rail Road,GR20150303,15,03,338034G,2015-03-06T00:00:00.000,03,06,04,49,PM,4:49 PM,GREAT RIVER,,103,SUFFOLK,36,NEW YORK,CONNETQUOT AVE,Y,Public,K,Pedestrian,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,14.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,MONTAUK 1,4,2.0,4.0,60,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,Unknown,Yes,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,3,No,0.0,0.0,"TRAIN #5761 FATALLY STRUCK A TRESPASSER AT THE CONNETQUOT AVENUE CROSSING, JUST EAST OF GREAT RIVERSTATION",1.0,0.0,No,1,0.0,0.0,1,,,LIGR20150303201503,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,No,8,Suicide/attempted suicide,,,,,,,43,Male,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2013,GR20130103,13,01,LI,Long Island Rail Road,GR20130103,13,01,338167Y,2013-01-22T00:00:00.000,01,22,10,03,AM,10:03 AM,BRENTWOOD,,103,SUFFOLK,36,NEW YORK,2ND AVENUE,Y,Public,A,Auto,30,3,Moving over crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,21.0,2,Day,1,Clear,D,EMU,1,Main,MAINLINE 1,4,0.0,12.0,79,R,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Unknown,8,Not obstructed,2.0,0.0,11000.0,2.0,0.0,0.0,3,Yes,0.0,0.0,TRAIN 5006 STRUCK VEHICLE THAT WENT AROUND GATES AT 2ND AVENUE CROSSING.,2.0,0.0,No,1,2.0,0.0,1,,,LIGR20130103201301,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,No,1,Went around the gate,No,1,Killed,Yes,,,52,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2012,GR20120501,12,05,LI,Long Island Rail Road,GR20120501,12,05,338152J,2012-05-13T00:00:00.000,05,13,08,15,AM,8:15 AM,BETHPAGE,,059,NASSAU,36,NEW YORK,BROADWAY,Y,Public,K,Pedestrian,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,80.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAINLINE 1,4,1.0,11.0,40,E,4,West,1,3,5,6,Gates,Standard FLS,Hwy. traffic signals,Audible,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,200,No,0.0,0.0,TRESPASSER INTENTIONALLY WENT AROUND LOWERED GATES AND COMMITTED SUICIDE,1.0,0.0,No,1,0.0,0.0,1,,,LIGR20120501201205,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,8,Suicide/attempted suicide,No,1,Killed,No,,,69,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2012,GR20120502,12,05,LI,Long Island Rail Road,GR20120502,12,05,338305K,2012-05-16T00:00:00.000,05,16,05,52,AM,5:52 AM,OYSTER BAY,,059,NASSAU,36,NEW YORK,BAYSIDE AVENUE,Y,Public,K,Pedestrian,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,65.0,1,Dawn,3,Rain,2,Passenger Train - Pulling,1,Main,OYSTER BAY 1,3,2.0,3.0,30,E,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,0.0,1.0,0.0,0.0,20,No,0.0,0.0,TRESPASSER INTENTIONALLY WENT AROUND LOWERED GATES AND COMMITTED SUICIDE.,1.0,0.0,No,1,0.0,0.0,1,,,LIGR20120502201205,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,8,Suicide/attempted suicide,No,1,Killed,No,,,53,Male,,,Neither,SYSTEM,B,Wet,No,No,,
LI,Long Island Rail Road,2010,GR20100401,10,04,LI,Long Island Rail Road,GR20100401,10,04,338155E,2010-04-28T00:00:00.000,04,28,07,15,AM,7:15 AM,FARMINGDALE,SYSTEM,059,NASSAU,36,NEW YORK,MAIN STREET,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,0,65.0,2,Day,2,Cloudy,2,Passenger Train - Pulling,1,Main,MAIN LINE #2,4,1.0,11.0,50,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,0.0,1.0,0.0,1.0,0.0,0.0,650,No,0.0,0.0,FEMALE PEDESTRIAN WALKED AROUND DESCENDED GATES INTO PATH OF TRAIN 2017.  SHE WAS STRUCK AND INJURED.,0.0,1.0,No,1,0.0,1.0,1,2,No,LIGR20100401201004,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,4,West,,,,,,,,,,,,,,,,,,,,,
LI,Long Island Rail Road,2011,GR20111001,11,10,LI,Long Island Rail Road,GR20111001,11,10,338163W,2011-10-18T00:00:00.000,10,18,12,20,AM,12:20 AM,DEER PARK,,103,SUFFOLK,36,NEW YORK,CARLLS STRAIGHT PATH,Y,Public,K,Pedestrian,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,50.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN LINE 2,4,1.0,11.0,60,E,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,115,No,0.0,0.0,"TRESPASSER WENT AROUND GATES, STOOD ON TRACK AND WAS STRUCK BY TRAIN.",1.0,0.0,No,1,0.0,0.0,1,,,LIGR20111001201110,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,DEER PARK,2,South,No,8,Suicide/attempted suicide,No,1,Killed,No,,,52,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2012,GR20120101,12,01,LI,Long Island Rail Road,GR20120101,12,01,338028D,2012-01-27T00:00:00.000,01,27,05,04,PM,5:04 PM,ISLIP,,103,SUFFOLK,36,NEW YORK,BRENTWOOD ROAD,Y,Public,A,Auto,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,45.0,3,Dusk,2,Cloudy,2,Passenger Train - Pulling,1,Main,MONTAUK #2,4,1.0,5.0,65,R,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,,Yes,8,Not obstructed,0.0,0.0,4000.0,1.0,0.0,0.0,75,No,0.0,0.0,DRIVER STOPPED ON CROSSING. SHE EXTITED VEHICLE BEFORE IT WAS STRUCK BY TRAIN 2710,0.0,0.0,No,1,0.0,0.0,1,,,LIGR20120101201201,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,ISLIP,1,North,No,4,Stopped on crossing,No,3,Uninjured,No,,,43,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2012,GR20121101,12,11,LI,Long Island Rail Road,GR20121101,12,11,338369W,2012-11-21T00:00:00.000,11,21,09,52,AM,9:52 AM,HEWLETT,,059,NASSAU,36,NEW YORK,W. BROADWAY,Y,Public,A,Auto,0,1,Stalled or stuck on crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,50.0,2,Day,1,Clear,D,EMU,1,Main,FAR ROCK 2,4,0.0,8.0,60,R,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,Unknown,No,8,Not obstructed,0.0,0.0,1000.0,1.0,0.0,0.0,100,No,0.0,1.0,TRAIN 2816 STRUCK CAR STOPPED ON TRACKS AT W. BROADWAY CROSSING,0.0,1.0,No,1,0.0,1.0,1,,,LIGR20121101201211,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,4,Stopped on crossing,No,3,Uninjured,Yes,,,65,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2012,GR20121102,12,11,LI,Long Island Rail Road,GR20121102,12,11,338147M,2012-11-27T00:00:00.000,11,27,01,23,PM,1:23 PM,WESTBURY,,059,NASSAU,36,NEW YORK,URBAN AVE,Y,Public,M,Other,0,2,Stopped on crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,50.0,2,Day,3,Rain,D,EMU,1,Main,MAIN LINE 2,4,0.0,10.0,60,R,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,0.0,1.0,0.0,0.0,200,No,0.0,0.0,TRAIN 1702 STRUCK PEDESTRIAN ON BICYCLE AT URBAN AVE CROSSING.,1.0,0.0,No,1,1.0,0.0,1,,,LIGR20121102201211,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,4,Stopped on crossing,No,1,Killed,Yes,,,32,Male,,,Neither,SYSTEM,B,Wet,No,No,,
LI,Long Island Rail Road,2012,GR20120601,12,06,LI,Long Island Rail Road,GR20120601,12,06,338360K,2012-06-08T00:00:00.000,06,08,04,40,PM,4:40 PM,ISLAND PARK,,059,NASSAU,36,NEW YORK,LONG BEACH ROAD W,Y,Public,K,Pedestrian,0,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,80.0,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,LONG BEACH 1,3,1.0,5.0,40,R,4,West,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,1.0,0.0,0.0,0.0,0.0,100,No,0.0,0.0,TRAIN 863 STRUCK A PERSON IN A WHEELCHAIR WHO WENT AROUND LOWERED GATES AT LONG BEACH ROAD W.,0.0,1.0,No,1,0.0,1.0,1,,,LIGR20120601201206,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,,,No,1,Went around the gate,No,2,Injured,No,,,42,Male,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2012,GR20120602,12,06,LI,Long Island Rail Road,GR20120602,12,06,338170G,2012-06-11T00:00:00.000,06,11,04,27,AM,4:27 AM,CENTRAL ISLIP,,103,SUFFOLK,36,NEW YORK,ISLIP AVE,Y,Public,B,Truck,40,3,Moving over crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,60.0,4,Dark,1,Clear,D,EMU,1,Main,MAINLINE 1,4,0.0,12.0,75,R,3,East,1,3,,6,Gates,Standard FLS,,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,12000.0,1.0,0.0,1.0,30,Yes,0.0,0.0,TRAIN 2004 STRUCK A VEHICLE THAT WENT AROUND LOWERED GATE AT ISLIP AVE.,1.0,1.0,No,1,1.0,1.0,1,,,LIGR20120602201206,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,No,1,Went around the gate,No,1,Killed,Yes,,,27,Male,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2011,GR20110501,11,05,LI,Long Island Rail Road,GR20110501,11,05,338165K,2011-05-17T00:00:00.000,05,17,06,43,AM,6:43 AM,DEER PARK,SYSTEM,103,SUFFOLK,36,NEW YORK,EXECUTIVE DR,Y,Public,B,Truck,5,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,50.0,1,Dawn,3,Rain,3,Commuter Train - Pulling,1,Main,MAINLINE 1,4,1.0,11.0,65,R,4,West,1,3,5,6,Gates,Standard FLS,Hwy. traffic signals,Audible,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,1.0,50000.0,1.0,0.0,1.0,900,Yes,0.0,5.0,TRAIN 2013 STRUCK A TRUCK THAT WENT AROUND LOWERED GATES AT EXECUTIVE DRIVE RESULTING IN DAMAGE TO EQUIPMENT AND THIRD RAIL AS WELL AS DEATH OF THE TRUCK DRIVER.,1.0,7.0,No,1,1.0,7.0,1,2,No,LIGR20110501201105,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,1,Went around the gate,Yes,1,Killed,Yes,,,48,Male,,,Neither,,,,,,,
LI,Long Island Rail Road,2013,GR20131001,13,10,LI,Long Island Rail Road,GR20131001,13,10,338308F,2013-10-16T00:00:00.000,10,16,04,36,PM,4:36 PM,SYOSSET,,059,NASSAU,36,NEW YORK,ROBBINS LANE,Y,Public,K,Pedestrian,0,2,Stopped on crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,64.0,2,Day,1,Clear,D,EMU,1,Main,PORT JEFF1,1,0.0,10.0,60,E,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,3,No,0.0,0.0,TRESPASSER STEPPED INTO PATH OF TRAIN 4703 AND WAS FATALLY STRUCK. UPDATED ON 9/10/14 TO REFLECT SUICIDE.,1.0,0.0,No,1,0.0,0.0,1,,,LIGR20131001201310,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,8,Suicide/attempted suicide,,,,,,,55,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2013,GR20131002,13,10,LI,Long Island Rail Road,GR20131002,13,10,338048P,2013-10-19T00:00:00.000,10,19,12,51,PM,12:51 PM,PATCHOGUE,,103,SUFFOLK,36,NEW YORK,RIVER AVE,Y,Public,K,Pedestrian,0,2,Stopped on crossing,E,DMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,62.0,2,Day,2,Cloudy,E,DMU,1,Main,MONTAUK 1,1,0.0,5.0,28,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,23,No,0.0,0.0,TRAIN 8764 STRUCK TRESPASSER WHO STOOD IN MIDDLE OF TRACK FACING TRAIN.  SHE WAS KNOCKED ABOUT 20 FEET AND IS TILL ALIVE.,1.0,0.0,No,1,0.0,0.0,1,,,LIGR20131002201310,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,8,Suicide/attempted suicide,,,,,,,56,Female,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2013,GR20131003,13,10,LI,Long Island Rail Road,GR20131003,13,10,338063S,2013-10-25T00:00:00.000,10,25,08,09,PM,8:09 PM,BELLPORT,,103,SUFFOLK,36,NEW YORK,STATION RD,Y,Public,K,Pedestrian,0,2,Stopped on crossing,E,DMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,50.0,4,Dark,1,Clear,E,DMU,1,Main,MONTAUK 1,1,0.0,6.0,19,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,0.0,1.0,0.0,0.0,0.0,0.0,103,No,0.0,0.0,,0.0,1.0,No,1,0.0,0.0,1,,,LIGR20131003201310,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,8,Suicide/attempted suicide,,,,,,,45,Female,,,Neither,SYSTEM,B,Wet,No,No,,
LI,Long Island Rail Road,2010,GR20100801,10,08,LI,Long Island Rail Road,GR20100801,10,08,338154X,2010-08-23T00:00:00.000,08,23,09,07,PM,9:07 PM,FARMINGDALE,SYSTEM,059,NASSAU,36,NEW YORK,CLINTON AVE,Y,Public,K,Pedestrian,,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,0,70.0,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN LINE 2,4,1.0,5.0,60,E,3,East,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,Yes,8,Not obstructed,0.0,0.0,0.0,0.0,0.0,0.0,150,No,0.0,0.0,"TRESPASSER, IN AN ATTEMPTED SUICIDE, LAID ON TRACKS AND WAS STRUCK BY TRAIN.  NON FATAL.",0.0,0.0,No,1,0.0,0.0,1,2,No,LIGR20100801201008,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,FARMINGDALE,2,South,,,,,,,,,,,Female,,,,,,,,,,
LI,Long Island Rail Road,2013,GR20130601,13,06,LI,Long Island Rail Road,GR20130601,13,06,338076T,2013-06-08T00:00:00.000,06,08,10,30,AM,10:30 AM,SPEONK,,103,SUFFOLK,36,NEW YORK,RAILROAD AVE,Y,Public,K,Pedestrian,,3,Moving over crossing,E,DMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,75.0,2,Day,1,Clear,E,DMU,1,Main,MONTAUK 1,4,0.0,6.0,65,R,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,0.0,0.0,0.0,0.0,3,No,0.0,0.0,MALE WENT AROUND LOWERED GATES ON BICYCLE AND WAS FATALLY STRUCK.,1.0,0.0,No,1,1.0,0.0,1,,,LIGR20130601201306,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,1,North,No,1,Went around the gate,,,,,,,47,Male,,,Neither,SYSTEM,A,Dry,No,No,,
LI,Long Island Rail Road,2013,GR20130501,13,05,LI,Long Island Rail Road,GR20130501,13,05,338170G,2013-05-10T00:00:00.000,05,10,03,58,PM,3:58 PM,BRENTWOOD,,103,SUFFOLK,36,NEW YORK,ISLIP AVENUE,Y,Public,A,Auto,0,2,Stopped on crossing,D,EMU Locomotive(s),1,1,Rail equipment struck highway user,4,Neither,4,64.0,2,Day,1,Clear,D,EMU,1,Main,MAINLINE 1,4,0.0,10.0,78,R,4,West,1,3,6,7,Gates,Standard FLS,Audible,Crossbucks,1,Provided minimum 20-second warning,1,Both sides,No,No,8,Not obstructed,1.0,0.0,9000.0,1.0,0.0,0.0,3,Yes,0.0,0.0,DRIVER DROVE UNDER GATES THAT WERE DOWN AND WAS STRUCK BY TRAIN 5051.,1.0,0.0,No,1,1.0,0.0,1,,,LIGR20130501201305,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,Passenger (Formerly Commuter),Class 3,"SMT-1 - Amtrak and Commuter East, some Tourist/Historic",LI,Long Island Rail Road,Not Assigned,,2,South,No,4,Stopped on crossing,No,1,Killed,Yes,,,63,Male,,,Neither,SYSTEM,A,Dry,No,No,,
